trial_id,arm_mode,joint_left_shoulder_pitch_target,joint_left_shoulder_roll_target,joint_left_shoulder_yaw_target,joint_left_elbow_target,joint_left_wrist_roll_target,joint_left_wrist_pitch_target,joint_left_wrist_yaw_target,joint_right_shoulder_pitch_target,joint_right_shoulder_roll_target,joint_right_shoulder_yaw_target,joint_right_elbow_target,joint_right_wrist_roll_target,joint_right_wrist_pitch_target,joint_right_wrist_yaw_target,joint_left_shoulder_pitch_kp,joint_left_shoulder_roll_kp,joint_left_shoulder_yaw_kp,joint_left_elbow_kp,joint_left_wrist_roll_kp,joint_left_wrist_pitch_kp,joint_left_wrist_yaw_kp,joint_right_shoulder_pitch_kp,joint_right_shoulder_roll_kp,joint_right_shoulder_yaw_kp,joint_right_elbow_kp,joint_right_wrist_roll_kp,joint_right_wrist_pitch_kp,joint_right_wrist_yaw_kp,joint_left_shoulder_pitch_kd,joint_left_shoulder_roll_kd,joint_left_shoulder_yaw_kd,joint_left_elbow_kd,joint_left_wrist_roll_kd,joint_left_wrist_pitch_kd,joint_left_wrist_yaw_kd,joint_right_shoulder_pitch_kd,joint_right_shoulder_roll_kd,joint_right_shoulder_yaw_kd,joint_right_elbow_kd,joint_right_wrist_roll_kd,joint_right_wrist_pitch_kd,joint_right_wrist_yaw_kd,joint_left_shoulder_pitch_kp_multiplier,joint_left_shoulder_roll_kp_multiplier,joint_left_shoulder_yaw_kp_multiplier,joint_left_elbow_kp_multiplier,joint_left_wrist_roll_kp_multiplier,joint_left_wrist_pitch_kp_multiplier,joint_left_wrist_yaw_kp_multiplier,joint_right_shoulder_pitch_kp_multiplier,joint_right_shoulder_roll_kp_multiplier,joint_right_shoulder_yaw_kp_multiplier,joint_right_elbow_kp_multiplier,joint_right_wrist_roll_kp_multiplier,joint_right_wrist_pitch_kp_multiplier,joint_right_wrist_yaw_kp_multiplier,joint_left_shoulder_pitch_kd_multiplier,joint_left_shoulder_roll_kd_multiplier,joint_left_shoulder_yaw_kd_multiplier,joint_left_elbow_kd_multiplier,joint_left_wrist_roll_kd_multiplier,joint_left_wrist_pitch_kd_multiplier,joint_left_wrist_yaw_kd_multiplier,joint_right_shoulder_pitch_kd_multiplier,joint_right_shoulder_roll_kd_multiplier,joint_right_shoulder_yaw_kd_multiplier,joint_right_elbow_kd_multiplier,joint_right_wrist_roll_kd_multiplier,joint_right_wrist_pitch_kd_multiplier,joint_right_wrist_yaw_kd_multiplier,fell,time_to_fall,max_com_deviation_xy,final_base_height,max_roll_deg,max_pitch_deg
762,left_only,-1.757380,1.473468,2.027171,2.665956,-1.731024,-0.150175,0.855769,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,17.6891,18.5069,14.6937,19.3522,8.3598,5.6943,14.6787,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,11.5113,9.2152,4.7275,5.7348,3.4316,3.8652,2.8905,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5896,0.6169,0.9796,1.2901,0.8360,0.5694,1.4679,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4389,1.1519,1.1819,1.4337,1.1439,1.2884,0.9635,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.091550,0.995782,16.0123,15.8181
763,both,-2.066108,2.766972,1.220446,0.245892,0.580067,0.292748,-0.583323,0.477996,-3.126542,0.533460,3.175596,2.240319,0.347484,0.458107,28.8356,35.3165,12.3179,15.7915,10.3968,10.4373,9.1199,40.1226,22.2375,20.2983,18.3040,14.2098,13.7023,12.0109,6.8224,6.6428,2.8989,3.7542,1.8532,4.2047,1.7091,5.2134,8.3924,3.3593,5.5431,4.1167,2.4421,3.5151,0.9612,1.1772,0.8212,1.0528,1.0397,1.0437,0.9120,1.3374,0.7412,1.3532,1.2203,1.4210,1.3702,1.2011,0.8528,0.8304,0.7247,0.9385,0.6177,1.4016,0.5697,0.6517,1.0490,0.8398,1.3858,1.3722,0.8140,1.1717,True,1.2160,0.998006,0.083684,178.3376,87.8265
764,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.546679,-0.836440,0.470649,1.160215,2.309619,-0.234904,0.755565,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,35.6852,23.4380,13.8253,8.5352,10.9758,13.8789,6.1782,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.0560,7.7965,3.1249,3.1077,3.4160,2.7308,4.0339,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1895,0.7813,0.9217,0.5690,1.0976,1.3879,0.6178,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6320,0.9746,0.7812,0.7769,1.1387,0.9103,1.3446,False,,0.503249,0.838775,16.5599,40.8505
765,left_only,-1.119852,1.945741,-0.403956,0.107377,-0.295127,0.203944,1.150135,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,16.2650,30.9548,17.0395,8.7858,13.2917,7.7595,13.7491,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,8.4209,5.2166,4.9569,2.6289,3.6611,3.9246,3.2266,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5422,1.0318,1.1360,0.5857,1.3292,0.7760,1.3749,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0526,0.6521,1.2392,0.6572,1.2204,1.3082,1.0755,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.058764,0.999332,13.7332,18.5315
766,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.863155,-1.746863,-0.016124,1.799676,0.901411,-0.092107,0.655743,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,38.1425,35.8899,11.5823,14.5409,9.3276,13.1679,13.0818,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.9286,5.8494,4.9938,5.4816,1.9995,1.6198,1.8165,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2714,1.1963,0.7722,0.9694,0.9328,1.3168,1.3082,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3661,0.7312,1.2485,1.3704,0.6665,0.5399,0.6055,False,,0.097807,1.001774,9.3560,15.0378
767,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.284787,-1.806171,-1.904059,1.231894,1.774610,0.329131,0.639371,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,41.5653,33.1256,20.0561,13.7578,13.5248,13.9581,11.8641,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.4484,6.2534,3.3007,2.5294,1.6415,2.7433,1.6280,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3855,1.1042,1.3371,0.9172,1.3525,1.3958,1.1864,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9310,0.7817,0.8252,0.6324,0.5472,0.9144,0.5427,False,,0.103344,1.000472,9.0227,18.3749
768,both,1.007570,2.076842,2.123593,0.885441,-1.720031,-0.193992,0.901022,-2.565883,-0.760555,-1.730336,0.508592,-2.732451,-0.019343,-0.943984,40.7894,17.9318,11.2555,7.7220,14.9288,11.4144,11.4358,31.4145,17.7057,11.7355,13.5551,6.5722,12.0415,9.9506,8.1509,10.9444,2.5768,5.1714,3.9214,1.6084,1.8980,9.1185,7.7944,3.6499,3.9696,4.1985,2.6881,3.4268,1.3596,0.5977,0.7504,0.5148,1.4929,1.1414,1.1436,1.0471,0.5902,0.7824,0.9037,0.6572,1.2041,0.9951,1.0189,1.3681,0.6442,1.2929,1.3071,0.5361,0.6327,1.1398,0.9743,0.9125,0.9924,1.3995,0.8960,1.1423,True,1.5980,1.038494,0.080074,179.3562,88.3261
769,left_only,0.787963,1.967711,-1.378215,-0.446306,0.393452,0.210341,0.682592,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,35.8141,15.1036,19.1076,16.5693,14.8818,12.6459,9.3021,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.4092,8.9275,3.3496,4.1341,2.1131,1.7635,3.6991,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.1938,0.5035,1.2738,1.1046,1.4882,1.2646,0.9302,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1761,1.1159,0.8374,1.0335,0.7044,0.5878,1.2330,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3940,0.889581,0.097211,179.8910,85.9084
770,left_only,-1.330754,2.476596,0.108871,2.394430,1.250147,0.244321,-0.179498,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,43.8354,27.1576,19.3972,14.8438,7.3509,11.2891,9.6911,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.1126,7.0603,2.6397,5.9482,3.4296,2.0206,3.7938,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.4612,0.9053,1.2931,0.9896,0.7351,1.1289,0.9691,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7641,0.8825,0.6599,1.4870,1.1432,0.6735,1.2646,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3720,0.943951,0.095886,179.7398,86.7255
771,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.305152,-0.668756,0.304038,-0.700270,-1.579339,0.248589,0.646050,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,37.6163,15.4564,19.5773,14.0869,11.9366,7.7208,12.6953,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.8583,6.0283,5.1368,4.4198,2.3193,2.3831,3.6949,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2539,0.5152,1.3052,0.9391,1.1937,0.7721,1.2695,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4823,0.7535,1.2842,1.1050,0.7731,0.7944,1.2316,False,,0.081004,0.999404,9.0172,19.0139
772,left_only,-1.800730,-0.199340,2.295355,1.482360,1.358808,0.095482,0.041802,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,38.0995,15.9647,12.1783,16.9120,14.4397,8.9365,14.7529,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,10.0423,7.8792,3.7166,2.5178,3.3456,1.6571,2.7872,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.2700,0.5322,0.8119,1.1275,1.4440,0.8937,1.4753,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2553,0.9849,0.9292,0.6294,1.1152,0.5524,0.9291,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.101717,1.000373,10.4484,14.6989
773,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.020392,0.214761,-0.950293,1.070618,-0.587160,-0.335581,-0.374442,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,38.3700,33.6359,14.0612,19.8086,5.0415,13.2660,5.5954,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.9622,11.5806,5.2767,2.0784,3.0786,3.9864,3.1350,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2790,1.1212,0.9374,1.3206,0.5041,1.3266,0.5595,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3703,1.4476,1.3192,0.5196,1.0262,1.3288,1.0450,False,,0.079330,0.999835,8.1413,13.4412
774,left_only,-1.444698,1.399229,-2.202466,1.099775,-2.849602,0.133307,-0.278251,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,20.7403,15.5215,21.3318,15.8448,11.4695,12.7936,11.2659,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,7.3048,9.0207,3.0101,4.2454,2.1168,4.2523,3.0287,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6913,0.5174,1.4221,1.0563,1.1470,1.2794,1.1266,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9131,1.1276,0.7525,1.0614,0.7056,1.4174,1.0096,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.5800,0.815553,0.122423,179.9604,83.7624
775,left_only,-2.038612,2.037811,-2.147888,0.842499,1.977956,0.247769,0.516736,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,29.1181,28.4064,7.6696,16.5006,10.7701,5.0528,6.3704,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.0995,6.0254,2.0154,3.6695,2.9292,2.8112,2.0982,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.9706,0.9469,0.5113,1.1000,1.0770,0.5053,0.6370,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5124,0.7532,0.5039,0.9174,0.9764,0.9371,0.6994,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.5560,0.855041,0.079646,179.6503,87.8256
776,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.674036,-0.322722,-1.358809,0.340937,0.376677,-0.246277,-0.412023,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,28.5731,26.5891,19.7735,20.2349,9.0288,9.4779,14.5689,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,8.0247,11.9443,5.0512,3.0569,2.1873,1.9772,3.9184,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9524,0.8863,1.3182,1.3490,0.9029,0.9478,1.4569,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0031,1.4930,1.2628,0.7642,0.7291,0.6591,1.3061,False,,0.109278,1.000926,8.8494,13.6457
777,both,-1.694680,2.174496,0.402572,2.461369,1.314708,-0.403532,-0.410394,-0.690335,-0.362245,1.038536,1.319038,1.906242,-0.060191,-1.128625,41.1161,30.7978,19.6260,13.3812,10.8855,8.3109,9.0957,35.4842,35.2707,13.8552,14.7284,6.4032,10.2151,13.7706,5.1792,9.9328,3.1211,3.2069,2.5626,2.7964,3.2285,7.6836,11.5041,2.6231,4.9476,3.6240,3.5446,3.4886,1.3705,1.0266,1.3084,0.8921,1.0886,0.8311,0.9096,1.1828,1.1757,0.9237,0.9819,0.6403,1.0215,1.3771,0.6474,1.2416,0.7803,0.8017,0.8542,0.9321,1.0762,0.9604,1.4380,0.6558,1.2369,1.2080,1.1815,1.1629,True,1.5680,0.877759,0.095353,179.5662,86.9174
778,left_only,-3.034928,2.425222,0.173210,1.214889,-2.716974,-0.288247,1.043957,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,24.4659,26.8164,10.3381,16.9829,12.4070,14.2126,10.6206,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.2050,4.5677,3.0644,4.4735,4.4223,1.7376,2.6651,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.8155,0.8939,0.6892,1.1322,1.2407,1.4213,1.0621,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7756,0.5710,0.7661,1.1184,1.4741,0.5792,0.8884,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.099640,0.999038,12.6306,15.3727
779,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.002680,-1.228122,0.685097,0.963051,-1.211869,-0.015954,-0.300898,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,36.2789,20.1487,14.9422,21.8859,10.3179,7.3721,14.3585,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.9533,10.0094,2.4381,5.4084,2.0417,2.6825,4.3969,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2093,0.6716,0.9961,1.4591,1.0318,0.7372,1.4359,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7442,1.2512,0.6095,1.3521,0.6806,0.8942,1.4656,True,1.4880,0.861120,0.072706,179.9085,89.2188
780,left_only,-0.411051,0.617905,-2.656444,-0.921960,-1.428375,0.024841,-0.038376,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,42.6564,37.9228,21.3710,15.1767,9.4667,10.6609,8.7215,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.6865,10.6933,4.7221,3.3026,2.8388,2.1763,3.1885,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.4219,1.2641,1.4247,1.0118,0.9467,1.0661,0.8721,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7108,1.3367,1.1805,0.8257,0.9463,0.7254,1.0628,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.084923,0.998224,8.7868,16.2239
781,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.452133,-0.090325,-0.014182,0.750448,1.567810,0.374719,0.806244,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,29.8475,25.6933,17.4319,19.7530,14.7864,9.5725,11.6824,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,6.3448,4.6997,3.0122,2.0580,3.0283,2.6195,3.5348,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9949,0.8564,1.1621,1.3169,1.4786,0.9573,1.1682,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7931,0.5875,0.7531,0.5145,1.0094,0.8732,1.1783,False,,0.087997,1.000007,9.8243,13.8806
782,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.241871,-2.765465,0.810569,-0.176037,-2.715710,0.434928,-1.201458,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,25.2525,34.1253,13.0556,13.2181,12.2273,11.0215,10.1838,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.0905,4.8649,3.8791,2.9563,1.6104,4.4371,3.7021,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8417,1.1375,0.8704,0.8812,1.2227,1.1022,1.0184,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3863,0.6081,0.9698,0.7391,0.5368,1.4790,1.2340,True,1.4020,0.844485,0.098860,179.8972,86.5211
783,left_only,-2.121766,1.141201,-1.378443,1.878452,-0.991425,0.388373,-0.742810,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,25.4948,42.9544,20.7702,11.8976,9.8307,13.8371,11.7063,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.0982,9.2845,5.6839,4.0687,2.0453,2.9182,3.6867,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.8498,1.4318,1.3847,0.7932,0.9831,1.3837,1.1706,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1373,1.1606,1.4210,1.0172,0.6818,0.9727,1.2289,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.8120,0.825856,0.116086,176.0781,84.6698
784,left_only,-0.822047,0.804133,1.118091,0.909449,2.535845,-0.136770,0.552417,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,31.6522,17.3269,14.5464,7.9375,12.8983,12.3453,5.5051,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,7.9976,11.6923,3.1386,5.6172,1.9533,1.5198,3.0916,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0551,0.5776,0.9698,0.5292,1.2898,1.2345,0.5505,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9997,1.4615,0.7846,1.4043,0.6511,0.5066,1.0305,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.9040,0.842366,0.081289,179.8087,89.2460
785,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.013164,-0.076533,0.811138,1.886857,1.128095,0.165536,0.627672,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,35.0966,40.0283,15.8718,12.7603,9.6685,9.4024,8.3251,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.3237,7.0799,2.4446,5.3222,3.7694,2.5126,4.3354,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1699,1.3343,1.0581,0.8507,0.9668,0.9402,0.8325,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9155,0.8850,0.6111,1.3306,1.2565,0.8375,1.4451,False,,0.084062,0.999364,11.5018,13.4153
786,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.331498,-0.161599,-2.843456,0.583130,-0.115741,0.202313,0.342423,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,35.3514,38.0164,21.7265,15.7726,14.0404,13.1482,8.3792,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.5094,4.9388,2.6350,5.9695,2.7861,2.8819,4.3531,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1784,1.2672,1.4484,1.0515,1.4040,1.3148,0.8379,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3137,0.6173,0.6588,1.4924,0.9287,0.9606,1.4510,False,,0.099217,0.992742,10.0307,18.2871
787,left_only,-1.435735,0.515734,-2.218751,1.208420,-1.859791,-0.402554,0.795196,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,24.8579,32.3817,9.0697,15.0837,11.3184,9.4986,8.3748,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.4876,4.8751,2.4628,3.9828,1.9165,2.1704,1.9945,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.8286,1.0794,0.6046,1.0056,1.1318,0.9499,0.8375,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8110,0.6094,0.6157,0.9957,0.6388,0.7235,0.6648,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.102473,1.000336,8.0255,14.5723
788,both,0.639701,1.319931,0.473183,1.457617,-0.726823,-0.186451,-0.298588,-0.620983,-2.044578,-2.235388,2.823527,1.468660,-0.401200,1.030478,20.1140,17.9319,10.0983,21.4955,7.2129,12.8699,11.4304,38.2781,35.7681,15.4395,14.9446,8.3703,8.4240,5.6847,8.1458,6.9247,2.3717,4.8426,2.6843,3.1050,1.6553,9.4937,4.3598,2.0057,2.1239,2.1103,3.2106,3.5435,0.6705,0.5977,0.6732,1.4330,0.7213,1.2870,1.1430,1.2759,1.1923,1.0293,0.9963,0.8370,0.8424,0.5685,1.0182,0.8656,0.5929,1.2107,0.8948,1.0350,0.5518,1.1867,0.5450,0.5014,0.5310,0.7034,1.0702,1.1812,True,1.6680,0.848784,0.089970,179.9924,87.8816
789,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.158322,-1.855346,0.260376,1.514898,2.117186,0.295157,0.821757,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,40.3252,41.3949,15.8298,16.4275,12.2723,6.9901,8.6046,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.3012,8.1821,2.2072,3.6222,1.9824,2.5689,3.1349,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3442,1.3798,1.0553,1.0952,1.2272,0.6990,0.8605,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4127,1.0228,0.5518,0.9056,0.6608,0.8563,1.0450,False,,0.081397,0.999167,9.2438,15.9242
790,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.760808,-1.546027,-2.906018,0.888283,-2.583169,-0.088004,0.373380,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,18.7771,42.5032,16.9577,10.7640,8.9409,5.9691,5.2206,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.3269,9.4015,5.1186,4.4887,4.2203,4.1878,1.6745,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6259,1.4168,1.1305,0.7176,0.8941,0.5969,0.5221,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4159,1.1752,1.2796,1.1222,1.4068,1.3959,0.5582,True,1.5920,0.829739,0.122108,175.3417,83.9101
791,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.247597,-1.903914,-1.076022,1.220615,-1.214777,0.275150,-1.250966,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,38.7454,26.8011,7.5770,20.2060,9.4675,12.2473,13.7845,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,4.2745,6.0973,2.4756,2.3920,4.3369,3.9167,2.5942,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2915,0.8934,0.5051,1.3471,0.9468,1.2247,1.3784,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5343,0.7622,0.6189,0.5980,1.4456,1.3056,0.8647,False,,0.102887,0.996751,9.3249,17.6908
792,both,0.097150,3.095503,-1.407988,-0.891557,1.736864,0.205996,-0.862947,-0.833768,-2.793560,0.406821,1.724464,-1.156308,0.259774,-0.067065,36.1907,34.1943,14.2614,11.8908,7.0430,12.4594,11.4194,43.9301,34.1407,8.4926,14.1523,7.2197,9.9045,7.4703,6.2475,11.7368,5.2414,2.5072,1.9877,3.1321,1.8071,10.6544,9.7688,5.6263,2.7918,2.6562,3.9164,2.6215,1.2064,1.1398,0.9508,0.7927,0.7043,1.2459,1.1419,1.4643,1.1380,0.5662,0.9435,0.7220,0.9905,0.7470,0.7809,1.4671,1.3103,0.6268,0.6626,1.0440,0.6024,1.3318,1.2211,1.4066,0.6980,0.8854,1.3055,0.8738,True,1.2380,0.888809,0.144363,149.4390,79.8916
793,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.354494,0.327225,1.360794,2.605176,-0.405836,0.079475,-0.125594,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,28.5088,18.8310,20.1320,13.3581,10.8182,13.5707,12.7348,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.5859,8.9481,3.9829,3.0406,1.6226,3.3894,3.8396,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9503,0.6277,1.3421,0.8905,1.0818,1.3571,1.2735,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6982,1.1185,0.9957,0.7602,0.5409,1.1298,1.2799,False,,0.075279,0.999059,12.0653,15.4302
794,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.295494,-2.058161,-0.746439,-0.276787,2.921388,0.323368,1.162313,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,29.8604,21.2934,16.0978,13.0814,8.4786,5.8236,5.7315,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.0304,11.4096,4.8921,5.0422,2.2029,3.7036,2.7190,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9953,0.7098,1.0732,0.8721,0.8479,0.5824,0.5731,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8788,1.4262,1.2230,1.2606,0.7343,1.2345,0.9063,True,1.7920,0.839557,0.077470,179.9744,88.2675
