trial_id,arm_mode,joint_left_shoulder_pitch_target,joint_left_shoulder_roll_target,joint_left_shoulder_yaw_target,joint_left_elbow_target,joint_left_wrist_roll_target,joint_left_wrist_pitch_target,joint_left_wrist_yaw_target,joint_right_shoulder_pitch_target,joint_right_shoulder_roll_target,joint_right_shoulder_yaw_target,joint_right_elbow_target,joint_right_wrist_roll_target,joint_right_wrist_pitch_target,joint_right_wrist_yaw_target,joint_left_shoulder_pitch_kp,joint_left_shoulder_roll_kp,joint_left_shoulder_yaw_kp,joint_left_elbow_kp,joint_left_wrist_roll_kp,joint_left_wrist_pitch_kp,joint_left_wrist_yaw_kp,joint_right_shoulder_pitch_kp,joint_right_shoulder_roll_kp,joint_right_shoulder_yaw_kp,joint_right_elbow_kp,joint_right_wrist_roll_kp,joint_right_wrist_pitch_kp,joint_right_wrist_yaw_kp,joint_left_shoulder_pitch_kd,joint_left_shoulder_roll_kd,joint_left_shoulder_yaw_kd,joint_left_elbow_kd,joint_left_wrist_roll_kd,joint_left_wrist_pitch_kd,joint_left_wrist_yaw_kd,joint_right_shoulder_pitch_kd,joint_right_shoulder_roll_kd,joint_right_shoulder_yaw_kd,joint_right_elbow_kd,joint_right_wrist_roll_kd,joint_right_wrist_pitch_kd,joint_right_wrist_yaw_kd,joint_left_shoulder_pitch_kp_multiplier,joint_left_shoulder_roll_kp_multiplier,joint_left_shoulder_yaw_kp_multiplier,joint_left_elbow_kp_multiplier,joint_left_wrist_roll_kp_multiplier,joint_left_wrist_pitch_kp_multiplier,joint_left_wrist_yaw_kp_multiplier,joint_right_shoulder_pitch_kp_multiplier,joint_right_shoulder_roll_kp_multiplier,joint_right_shoulder_yaw_kp_multiplier,joint_right_elbow_kp_multiplier,joint_right_wrist_roll_kp_multiplier,joint_right_wrist_pitch_kp_multiplier,joint_right_wrist_yaw_kp_multiplier,joint_left_shoulder_pitch_kd_multiplier,joint_left_shoulder_roll_kd_multiplier,joint_left_shoulder_yaw_kd_multiplier,joint_left_elbow_kd_multiplier,joint_left_wrist_roll_kd_multiplier,joint_left_wrist_pitch_kd_multiplier,joint_left_wrist_yaw_kd_multiplier,joint_right_shoulder_pitch_kd_multiplier,joint_right_shoulder_roll_kd_multiplier,joint_right_shoulder_yaw_kd_multiplier,joint_right_elbow_kd_multiplier,joint_right_wrist_roll_kd_multiplier,joint_right_wrist_pitch_kd_multiplier,joint_right_wrist_yaw_kd_multiplier,fell,time_to_fall,max_com_deviation_xy,final_base_height,max_roll_deg,max_pitch_deg
0,both,-1.523093,1.209043,2.778717,2.155608,0.105334,-0.199300,1.008372,-2.032693,-2.170205,2.144397,1.237009,1.525751,0.083939,0.389736,23.9815,22.2412,12.3374,9.8316,13.7431,7.8325,10.6149,42.0766,38.6277,10.2777,15.9326,6.0189,11.5292,14.5535,10.3358,10.2706,3.7535,3.9050,4.4841,3.5238,3.9439,8.1019,7.4638,2.1434,5.8391,1.8090,1.6232,2.2382,0.7994,0.7414,0.8225,0.6554,1.3743,0.7832,1.0615,1.4026,1.2876,0.6852,1.0622,0.6019,1.1529,1.4553,1.2920,1.2838,0.9384,0.9763,1.4947,1.1746,1.3146,1.0127,0.9330,0.5358,1.4598,0.6030,0.5411,0.7461,True,1.7100,0.862199,0.079565,179.7331,89.0713
1,both,-2.831352,1.340346,0.266218,0.340914,-2.716468,-0.359270,-0.293359,-2.854911,-0.760843,-1.836194,0.297556,-0.479836,-0.077136,-1.265782,18.3621,40.8829,7.5185,15.1225,9.8950,8.3309,9.3133,21.8476,24.9221,21.4558,8.2285,9.6077,12.1156,6.5045,10.2446,10.7296,3.0414,3.2900,2.2274,2.9396,3.5498,4.3790,5.1056,5.6753,2.0370,2.0650,1.5939,1.8319,0.6121,1.3628,0.5012,1.0082,0.9895,0.8331,0.9313,0.7283,0.8307,1.4304,0.5486,0.9608,1.2116,0.6505,1.2806,1.3412,0.7603,0.8225,0.7425,0.9799,1.1833,0.5474,0.6382,1.4188,0.5093,0.6883,0.5313,0.6106,True,1.9540,1.110240,0.082336,92.7995,86.2727
2,both,-0.219097,0.533395,0.567432,1.487507,1.882748,-0.458114,0.897558,-0.223949,-2.784830,1.372555,2.583180,-1.285442,0.387384,-0.115678,33.1027,44.5395,12.9230,19.6974,8.1840,12.9921,11.0073,19.9646,36.7555,18.1214,18.5787,8.1715,13.9002,10.9383,5.7308,7.3122,3.2705,2.3124,1.5895,2.5394,1.5571,5.0082,5.1497,4.7724,2.6918,3.0219,4.4753,1.5120,1.1034,1.4846,0.8615,1.3132,0.8184,1.2992,1.1007,0.6655,1.2252,1.2081,1.2386,0.8172,1.3900,1.0938,0.7164,0.9140,0.8176,0.5781,0.5298,0.8465,0.5190,0.6260,0.6437,1.1931,0.6729,1.0073,1.4918,0.5040,True,1.1820,0.823843,0.099665,179.9943,86.6802
3,both,-3.061909,3.373860,0.654902,-0.425862,2.158461,0.351852,0.091949,-0.211360,-2.367352,-2.723553,1.505564,-1.052210,0.151349,0.854063,15.5448,32.8714,10.9692,20.6083,7.5366,11.1077,10.5354,30.4375,15.3741,19.4404,15.3035,9.0796,5.9407,13.8966,7.1693,9.4210,4.9031,4.2678,3.7753,4.4503,2.7578,7.1601,9.4607,2.5975,5.8462,2.0353,2.0986,4.0769,0.5182,1.0957,0.7313,1.3739,0.7537,1.1108,1.0535,1.0146,0.5125,1.2960,1.0202,0.9080,0.5941,1.3897,0.8962,1.1776,1.2258,1.0669,1.2584,1.4834,0.9193,0.8950,1.1826,0.6494,1.4615,0.6784,0.6995,1.3590,True,1.3640,0.940559,0.072797,179.9672,88.1939
4,left_only,1.158265,0.421917,0.003771,2.079334,2.049387,-0.111876,0.043229,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,37.2515,36.9341,19.2444,16.0490,6.0462,14.0397,13.6557,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,10.3848,4.7989,2.8176,4.9744,1.5694,4.4377,2.6314,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.2417,1.2311,1.2830,1.0699,0.6046,1.4040,1.3656,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2981,0.5999,0.7044,1.2436,0.5231,1.4792,0.8771,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.5780,0.970372,0.081415,179.5328,89.9922
5,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.247962,-0.044981,-0.772448,0.368017,0.756349,0.074915,-0.230784,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,33.0532,43.0614,14.5146,10.4511,8.7721,8.9411,6.3111,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.3030,9.4765,3.3579,5.8196,2.2308,1.7968,3.7605,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1018,1.4354,0.9676,0.6967,0.8772,0.8941,0.6311,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6629,1.1846,0.8395,1.4549,0.7436,0.5989,1.2535,False,,0.079166,0.996557,9.2606,14.9546
6,both,1.009680,0.671269,-1.514161,-0.182786,-0.003209,-0.029215,-0.611023,-2.927235,-1.579963,2.429415,1.744904,0.104118,-0.360110,-0.628812,23.8432,37.9441,20.6507,21.0246,14.8457,14.8237,14.5300,31.2709,19.9593,11.2988,9.9047,13.5193,10.8423,12.3513,4.5746,5.1023,3.2179,4.2116,1.7909,4.0374,3.3503,6.3683,6.9700,3.6194,5.0401,3.8171,2.1204,4.3246,0.7948,1.2648,1.3767,1.4016,1.4846,1.4824,1.4530,1.0424,0.6653,0.7533,0.6603,1.3519,1.0842,1.2351,0.5718,0.6378,0.8045,1.0529,0.5970,1.3458,1.1168,0.7960,0.8713,0.9049,1.2600,1.2724,0.7068,1.4415,False,,0.099032,0.998964,10.1226,18.1764
7,left_only,-2.571713,3.007342,-2.090757,0.142549,1.865716,-0.296470,-0.219537,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,28.4958,22.3578,18.1537,20.2700,13.7458,8.3932,10.3085,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.9873,5.9584,2.6450,5.7601,4.1640,3.8321,3.0530,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.9499,0.7453,1.2102,1.3513,1.3746,0.8393,1.0309,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7484,0.7448,0.6613,1.4400,1.3880,1.2774,1.0177,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.4000,0.880206,0.072753,179.9510,89.0248
8,left_only,-0.829237,1.622439,0.382341,0.844746,-2.251092,-0.346261,1.148714,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,29.4609,43.5962,9.9537,15.8162,7.0772,7.5318,5.3005,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.9516,11.3348,3.2861,4.4325,2.8950,2.7014,3.0957,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.9820,1.4532,0.6636,1.0544,0.7077,0.7532,0.5301,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6190,1.4168,0.8215,1.1081,0.9650,0.9005,1.0319,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.076990,1.000573,10.5634,15.9885
9,both,-2.258105,3.356923,1.979806,2.112869,-0.309946,-0.321089,1.068491,-1.532067,-3.210597,-1.068571,2.331108,0.836802,0.232026,0.745834,21.3586,42.7135,14.0698,17.0852,5.0231,14.9337,7.8090,24.5747,36.7854,14.4165,17.3993,10.9970,9.7278,14.5006,4.4965,7.6661,2.5161,2.6093,3.3968,2.6788,4.2656,6.7417,5.4179,4.7124,5.3840,1.6208,2.8489,4.1775,0.7120,1.4238,0.9380,1.1390,0.5023,1.4934,0.7809,0.8192,1.2262,0.9611,1.1600,1.0997,0.9728,1.4501,0.5621,0.9583,0.6290,0.6523,1.1323,0.8929,1.4219,0.8427,0.6772,1.1781,1.3460,0.5403,0.9496,1.3925,True,2.8680,1.118483,0.084190,100.0098,85.4341
10,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.390704,0.349033,0.003116,1.775782,-1.007714,0.413970,-0.339508,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,37.1553,27.0942,15.9273,18.2967,10.0893,14.0709,9.1930,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.1766,6.7389,3.6326,3.7602,1.8774,1.7752,3.5025,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2385,0.9031,1.0618,1.2198,1.0089,1.4071,0.9193,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1471,0.8424,0.9082,0.9401,0.6258,0.5917,1.1675,False,,0.080512,0.995406,11.0549,19.6783
11,both,-0.052511,2.125799,-2.547924,0.398638,-1.870615,0.257290,0.916001,-1.978135,-0.875530,-2.276513,0.186380,-1.951350,-0.200243,0.443831,42.3098,21.0757,15.6312,18.0209,14.5292,11.1006,7.5511,41.2532,33.3068,14.1591,21.5391,13.5398,8.2222,10.4455,9.0038,6.5639,5.9045,3.5987,3.5563,1.5697,2.7002,7.9186,9.0576,3.3364,2.9768,4.2380,4.2716,4.0300,1.4103,0.7025,1.0421,1.2014,1.4529,1.1101,0.7551,1.3751,1.1102,0.9439,1.4359,1.3540,0.8222,1.0445,1.1255,0.8205,1.4761,0.8997,1.1854,0.5232,0.9001,0.9898,1.1322,0.8341,0.7442,1.4127,1.4239,1.3433,True,1.6860,0.900934,0.132342,179.9997,82.6505
12,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.467343,-0.583932,1.325663,2.199497,0.018300,-0.040282,-0.659825,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,34.3446,23.6796,11.3671,16.2894,9.0998,7.1886,13.1606,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.8846,5.3416,2.0300,3.3445,3.8925,4.0175,1.9150,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1448,0.7893,0.7578,1.0860,0.9100,0.7189,1.3161,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3606,0.6677,0.5075,0.8361,1.2975,1.3392,0.6383,True,1.4860,0.942940,0.147828,131.8634,84.9470
13,both,0.507122,0.057362,-0.448345,3.174257,-1.900677,-0.320084,-0.196087,-0.221361,0.126365,2.551256,-0.662384,-1.955134,0.268933,-0.582594,41.5455,34.9036,9.1777,19.9879,6.7636,9.2350,10.5218,36.8353,44.2999,12.2749,14.4181,9.2478,5.5142,11.7226,8.0061,9.4893,4.6107,5.9682,4.4983,3.0494,1.7856,6.8267,10.2997,5.3285,5.2849,2.7500,2.4646,3.7465,1.3848,1.1635,0.6118,1.3325,0.6764,0.9235,1.0522,1.2278,1.4767,0.8183,0.9612,0.9248,0.5514,1.1723,1.0008,1.1862,1.1527,1.4920,1.4994,1.0165,0.5952,0.8533,1.2875,1.3321,1.3212,0.9167,0.8215,1.2488,True,1.4860,0.835214,0.072817,176.5142,89.3437
14,left_only,0.634544,1.476953,2.403486,-0.355657,2.053436,-0.373612,-0.880045,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,31.0152,17.0256,8.2921,7.5078,9.3632,12.7462,5.3484,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.2181,10.5850,2.6720,2.5875,4.0824,3.9694,3.1168,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0338,0.5675,0.5528,0.5005,0.9363,1.2746,0.5348,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1523,1.3231,0.6680,0.6469,1.3608,1.3231,1.0389,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.5140,0.834266,0.118434,179.9863,84.3670
15,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.718431,-3.049382,-0.773290,2.097104,-1.267077,0.233404,0.010614,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,37.5080,28.9404,13.0186,10.7878,7.0838,12.5149,6.1891,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,4.6879,5.4103,2.7014,5.2924,2.6955,4.4712,1.9116,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2503,0.9647,0.8679,0.7192,0.7084,1.2515,0.6189,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5860,0.6763,0.6753,1.3231,0.8985,1.4904,0.6372,True,1.2720,0.855525,0.122207,179.9816,83.8980
16,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.061827,-1.703802,-0.782154,2.664098,2.869431,0.344895,-0.781556,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,21.6239,34.6822,11.8363,18.5209,10.6642,10.5091,13.2855,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.6843,4.2126,2.1978,4.4062,2.9586,2.2806,2.7560,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7208,1.1561,0.7891,1.2347,1.0664,1.0509,1.3285,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2105,0.5266,0.5495,1.1016,0.9862,0.7602,0.9187,False,,0.182042,0.998735,10.2517,16.8516
17,left_only,0.429758,2.744591,0.522135,0.641576,-1.450787,0.020275,-0.470536,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,31.9229,35.2996,8.4912,7.5160,7.1228,13.9451,11.4629,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.3757,11.1221,3.8798,3.9044,4.3066,1.6785,2.1455,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0641,1.1767,0.5661,0.5011,0.7123,1.3945,1.1463,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6720,1.3903,0.9700,0.9761,1.4355,0.5595,0.7152,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3820,0.846289,0.092425,179.7090,87.5699
18,left_only,-0.381017,0.358939,1.192918,-0.065799,-2.438856,-0.271039,-0.196256,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,20.2841,19.0408,20.4042,12.3060,8.6076,5.5527,8.5737,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.1185,8.8839,2.8216,5.5535,4.2890,1.7995,1.8222,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6761,0.6347,1.3603,0.8204,0.8608,0.5553,0.8574,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7648,1.1105,0.7054,1.3884,1.4297,0.5998,0.6074,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.076873,0.997504,9.3332,12.3697
19,left_only,-2.596812,1.961972,-1.968436,2.570339,1.334604,0.295823,0.066194,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,44.9003,16.3253,13.5190,12.3590,14.4865,10.7686,13.0619,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.3627,11.8291,3.9946,3.9747,4.4127,2.6422,2.6926,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.4967,0.5442,0.9013,0.8239,1.4486,1.0769,1.3062,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6703,1.4786,0.9986,0.9937,1.4709,0.8807,0.8975,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.4520,0.877015,0.093993,179.9953,87.3841
20,both,-0.385815,0.104039,-0.839445,-0.152050,-2.415087,0.338684,0.226901,-1.450651,-1.855230,-0.563287,1.664906,2.588192,0.400321,-0.275610,24.8779,28.5314,16.0190,14.4273,11.5875,10.5440,8.2072,31.8802,37.6662,11.3613,19.9018,14.2750,10.9739,11.6895,6.7658,7.0287,2.3786,2.6643,3.6693,2.6673,2.1436,4.4206,11.5642,3.5699,5.6956,3.2369,1.5139,1.6156,0.8293,0.9510,1.0679,0.9618,1.1588,1.0544,0.8207,1.0627,1.2555,0.7574,1.3268,1.4275,1.0974,1.1689,0.8457,0.8786,0.5946,0.6661,1.2231,0.8891,0.7145,0.5526,1.4455,0.8925,1.4239,1.0790,0.5046,0.5385,False,,0.131656,0.993061,7.5293,13.1032
21,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.064773,-1.273115,-2.859561,2.120490,2.158357,-0.003314,-0.086976,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,15.1642,38.5995,12.4607,20.6815,8.7306,10.6508,7.7034,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.2847,10.1993,3.9864,4.1460,4.3962,4.3907,4.0669,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5055,1.2866,0.8307,1.3788,0.8731,1.0651,0.7703,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6606,1.2749,0.9966,1.0365,1.4654,1.4636,1.3556,True,2.4240,1.151322,0.084613,99.1740,79.7773
22,left_only,-2.256360,1.866351,2.319096,0.596536,-2.427629,0.287641,-0.046321,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,31.9318,44.4643,16.6082,13.8747,8.6998,9.1762,6.1840,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,10.3580,10.7017,3.1376,3.2152,4.1230,1.5719,3.0614,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0644,1.4821,1.1072,0.9250,0.8700,0.9176,0.6184,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2948,1.3377,0.7844,0.8038,1.3743,0.5240,1.0205,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.069382,0.997438,14.4873,14.1995
23,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.956087,-0.791321,-2.083569,1.810206,-0.580012,0.109811,-1.168159,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,28.8518,30.6675,10.7149,9.5944,6.8847,8.4414,5.9681,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.5786,7.2400,5.2359,5.8977,1.7422,3.4550,4.1142,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9617,1.0223,0.7143,0.6396,0.6885,0.8441,0.5968,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4473,0.9050,1.3090,1.4744,0.5807,1.1517,1.3714,False,,0.118223,0.999818,7.7800,17.0977
24,both,-0.152756,1.241719,-0.215797,-0.801738,0.069300,0.456527,1.165117,-2.949720,-0.732087,-1.298993,2.779345,-2.490139,0.403184,0.857188,18.5251,16.7947,20.0206,9.8364,10.3490,14.1574,10.6745,43.9312,17.8286,20.5095,18.1177,13.3002,14.7590,13.4215,7.1779,7.5601,2.2525,5.8750,2.4320,2.0681,2.3581,11.5471,5.0155,5.1832,4.1827,3.1305,4.1968,4.4154,0.6175,0.5598,1.3347,0.6558,1.0349,1.4157,1.0674,1.4644,0.5943,1.3673,1.2078,1.3300,1.4759,1.3422,0.8972,0.9450,0.5631,1.4688,0.8107,0.6894,0.7860,1.4434,0.6269,1.2958,1.0457,1.0435,1.3989,1.4718,True,1.7660,0.835728,0.076613,179.7710,88.2906
25,left_only,0.179789,1.445507,-0.072190,0.645590,-0.927190,-0.100356,-1.042027,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,17.3231,38.3961,14.1911,21.4603,11.1222,5.3518,6.5752,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.6466,11.8059,2.8748,4.0630,4.3085,4.4316,2.2091,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5774,1.2799,0.9461,1.4307,1.1122,0.5352,0.6575,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7058,1.4757,0.7187,1.0158,1.4362,1.4772,0.7364,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.6960,0.829464,0.124797,179.8326,83.7498
26,both,-2.908656,0.200615,-2.300928,-0.144137,0.264962,0.381515,0.094536,-0.191589,-2.636942,1.529309,1.601468,2.227428,0.415180,-0.386332,17.7174,21.7779,14.0676,21.6854,8.7831,12.7077,10.4048,20.0662,43.1001,10.3186,9.1097,9.9765,10.1955,10.0819,5.4625,6.5659,4.6128,4.6914,2.8043,2.1859,3.6657,7.4933,11.9585,3.9451,3.9118,2.7653,1.7005,3.2789,0.5906,0.7259,0.9378,1.4457,0.8783,1.2708,1.0405,0.6689,1.4367,0.6879,0.6073,0.9976,1.0195,1.0082,0.6828,0.8207,1.1532,1.1729,0.9348,0.7286,1.2219,0.9367,1.4948,0.9863,0.9779,0.9218,0.5668,1.0930,True,2.6140,1.118504,0.099760,108.3006,71.3207
27,left_only,-2.066272,2.030162,-2.371774,3.103129,-0.308531,0.366999,-0.062075,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,16.8099,39.6664,17.2228,19.2264,9.2817,11.3794,13.5623,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.0485,6.7814,4.6501,4.6874,4.3818,2.6127,2.7752,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5603,1.3222,1.1482,1.2818,0.9282,1.1379,1.3562,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1311,0.8477,1.1625,1.1719,1.4606,0.8709,0.9251,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.4920,0.917767,0.072967,179.8486,89.9991
28,both,0.685099,1.531782,1.516369,0.948600,-1.768748,0.226814,-0.936866,-2.204671,-1.030602,1.227020,2.745061,-1.179902,-0.360080,1.158358,19.6327,20.9300,11.8699,15.4409,13.8283,12.6055,12.0816,31.5072,36.1508,8.5490,14.7168,12.8221,12.4799,13.1507,5.4014,6.8615,3.9136,2.5897,2.3203,2.4250,1.8818,7.5859,10.5645,2.9630,3.4432,2.0291,2.9025,2.6762,0.6544,0.6977,0.7913,1.0294,1.3828,1.2605,1.2082,1.0502,1.2050,0.5699,0.9811,1.2822,1.2480,1.3151,0.6752,0.8577,0.9784,0.6474,0.7734,0.8083,0.6273,0.9482,1.3206,0.7408,0.8608,0.6764,0.9675,0.8921,True,1.4700,0.877278,0.098949,179.9916,85.4414
29,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.005233,-0.558269,-1.230489,0.176682,-1.996072,-0.056590,-0.500470,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,26.0782,22.0799,18.9473,21.4501,9.9793,11.4300,13.6717,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.9906,8.9081,5.5591,5.6344,3.8744,2.8828,1.7435,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8693,0.7360,1.2632,1.4300,0.9979,1.1430,1.3672,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4988,1.1135,1.3898,1.4086,1.2915,0.9609,0.5812,False,,0.096562,0.999392,7.3068,16.8279
30,left_only,-3.065556,1.423818,0.142763,0.732407,0.262644,0.048251,0.854997,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,18.2597,21.7553,19.3951,20.2176,14.9482,13.7291,13.8990,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.5148,7.2133,3.0723,4.4252,4.3164,2.5339,3.1710,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6087,0.7252,1.2930,1.3478,1.4948,1.3729,1.3899,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8143,0.9017,0.7681,1.1063,1.4388,0.8446,1.0570,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.099851,1.000724,12.8478,16.3732
31,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.744429,-2.758156,-1.903298,-0.710686,2.717931,-0.089836,0.848667,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,35.4399,20.7576,10.1319,19.6798,7.6471,14.1329,6.4006,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.4217,10.5158,2.9410,3.1048,4.3936,2.2938,2.7899,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1813,0.6919,0.6755,1.3120,0.7647,1.4133,0.6401,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1777,1.3145,0.7353,0.7762,1.4645,0.7646,0.9300,False,,0.109138,1.001109,9.7928,15.7450
